sponsor_ein,plan_number,plan_year,sponsor,plan_name,sponsor_plan_key,issuer_name,investment_description,asset_type,morningstar_ticker,par_value,cost,current_value,units_or_shares,page_number,row_id,confidence
,001,2024,,Fidelity401K 5500,,,FIDELITY BLUE CHIPVALUE (1),Mutual Fund,,,,"10,207",,45,34,
,001,2024,,Fidelity401K 5500,,,FIDELITY CANADA (1),Mutual Fund,,,,"1,295,482",,45,35,
,001,2024,,Fidelity401K 5500,,,FIDELITY CAPITAL &INCOME (1),Mutual Fund,,,,"1,509,097",,45,36,
,001,2024,,Fidelity401K 5500,,,FIDELITY CAPITALAPPRECIATION (1),Mutual Fund,,,,"919,170",,45,37,
,001,2024,,Fidelity401K 5500,,,FIDELITY CHINAREGION (1),Mutual Fund,,,,"4,300,294",,45,38,
,001,2024,,Fidelity401K 5500,,,FIDELITY CLIMATEACTION FUND (1),Mutual Fund,,,,"834,178",,45,39,
,001,2024,,Fidelity401K 5500,,,FIDELITY CONSERVATIVINCOME BOND FD (1),Corporate Bond,,,,134,,45,40,
,001,2024,,Fidelity401K 5500,,,FIDELITY CONVERTIBLESECURITIES (1),Mutual Fund,,,,"257,542",,45,41,
,001,2024,,Fidelity401K 5500,,,FIDELITY CORPORATEBOND FUND (1),Corporate Bond,,,,"115,868",,45,42,
,001,2024,,Fidelity401K 5500,,,FIDELITY DISCIPLINEDEQUITY (1),Mutual Fund,,,,"387,998",,45,43,
,001,2024,,Fidelity401K 5500,,,FIDELITY DISRUPTIVEAUTOMATION ETF (1),ETF,,,,"85,130",,45,44,
,001,2024,,Fidelity401K 5500,,,FIDELITY DISRUPTIVECOMMUNICATIONS ETF (1),ETF,,,,"141,605",,45,45,
,001,2024,,Fidelity401K 5500,,,FIDELITY DISRUPTIVEFIN ETF (1),ETF,,,,"84,894",,45,46,
,001,2024,,Fidelity401K 5500,,,FIDELITY DISRUPTIVEMEDICINE ETF (1),ETF,,,,"58,570",,45,47,
,001,2024,,Fidelity401K 5500,,,FIDELITY DISRUPTIVETECH ETF (1),ETF,,,,"197,403",,45,48,
,001,2024,,Fidelity401K 5500,,,FIDELITY DISRUPTORSETF (1),ETF,,,,"225,330",,45,49,
,001,2024,,Fidelity401K 5500,,,FIDELITY DIVIDENDGROWTH (1),Mutual Fund,,,,"1,978,975",,45,50,
,001,2024,,Fidelity401K 5500,,,FIDELITY ENDURINGOPPORTUNITIES FUND (1),Mutual Fund,,,,"212,198",,46,1,
,001,2024,,Fidelity401K 5500,,,FIDELITY ENVIRONMENT& ALTERNATIVE ENERGY (1),Mutual Fund,,,,"926,286",,46,2,
,001,2024,,Fidelity401K 5500,,,FIDELITY EQUITYMARKET NEUTRAL FUND (1),Mutual Fund,,,,"9,393",,46,3,
,001,2024,,Fidelity401K 5500,,,FIDELITY EUROPE (1),Mutual Fund,,,,"17,632",,46,4,
,001,2024,,Fidelity401K 5500,,,FIDELITY EXTENDEDMARKET INDEX FUND (1),Mutual Fund,,,,"1,038,580",,46,5,
,001,2024,,Fidelity401K 5500,,,FIDELITY FLOATINGRATE HIGH INCOME (1),Mutual Fund,,,,"5,155,331",,46,6,
,001,2024,,Fidelity401K 5500,,,FIDELITY FOCUSEDHIGH INCOME FUND (1),Mutual Fund,,,,"4,929",,46,7,
,001,2024,,Fidelity401K 5500,,,FIDELITY FOCUSEDSTOCK FUND (1),Common Stock,,,,"15,409,043",,46,8,
,001,2024,,Fidelity401K 5500,,,FIDELITY FOUNDERSFUND (1),Mutual Fund,,,,"1,761,623",,46,9,
,001,2024,,Fidelity401K 5500,,,FIDELITY FREEDOMINDEX 2065 INVESTOR (1),Mutual Fund,,,,"1,531",,46,10,
,001,2024,,Fidelity401K 5500,,,FIDELITY FREEDOMINDX 2045 INSTL PREM (1),Mutual Fund,,,,"141,705",,46,11,
,001,2024,,Fidelity401K 5500,,,FIDELITY FREEDOMINDX 2060 INSTL PREM (1),Mutual Fund,,,,529,,46,12,
,001,2024,,Fidelity401K 5500,,,FIDELITY FUND (1),Mutual Fund,,,,"1,484,488",,46,13,
,001,2024,,Fidelity401K 5500,,,FIDELITY GLOBAL EXUS INDEX FUND (1),Mutual Fund,,,,"284,114",,46,14,
,001,2024,,Fidelity401K 5500,,,FIDELITY GLOBALCREDIT FUND (1),Mutual Fund,,,,"30,018",,46,15,
,001,2024,,Fidelity401K 5500,,,FIDELITY GLOBALEQUITY INCOME FUND (1),Mutual Fund,,,,"9,712",,46,16,
,001,2024,,Fidelity401K 5500,,,FIDELITY GNMA FUND (1),Mutual Fund,,,,"4,547",,46,17,
,001,2024,,Fidelity401K 5500,,,FIDELITY GOVERNMENTCASH RESERVES (1),Government Bond,,,,"109,027,275",,46,18,
,001,2024,,Fidelity401K 5500,,,FIDELITY GROWTHDISCOVERY FUND (1),Mutual Fund,,,,"3,761,935",,46,19,
,001,2024,,Fidelity401K 5500,,,FIDELITY HEALTHYFUTURE FUND (1),Mutual Fund,,,,"147,754",,46,20,
,001,2024,,Fidelity401K 5500,,,FIDELITY HEDGEDEQUITY FUND (1),Mutual Fund,,,,"1,924,392",,46,21,
,001,2024,,Fidelity401K 5500,,,FIDELITY INTERMGOV'T INCOME (1),Mutual Fund,,,,"15,730",,46,22,
,001,2024,,Fidelity401K 5500,,,FIDELITY INTERNAT'LREAL ESTATE FUND (1),Real Estate,,,,"63,760",,46,23,
,001,2024,,Fidelity401K 5500,,,FIDELITY INT'L BONDINDEX FUND (1),Corporate Bond,,,,"43,234",,46,24,
,001,2024,,Fidelity401K 5500,,,FIDELITY INTL SMALLCAP OPP FUND (1),Mutual Fund,,,,"106,501",,46,25,
,001,2024,,Fidelity401K 5500,,,FIDELITY INT'LDISCOVERY (1),Mutual Fund,,,,"14,430",,46,26,
,001,2024,,Fidelity401K 5500,,,FIDELITY INVESTMENTGRADE (1),Mutual Fund,,,,"106,328",,46,27,
,001,2024,,Fidelity401K 5500,,,FIDELITY JAPAN (1),Mutual Fund,,,,"322,338",,46,28,
,001,2024,,Fidelity401K 5500,,,FIDELITY JAPANSMALLER COMPANIES (1),Mutual Fund,,,,"1,687,787",,46,29,
,001,2024,,Fidelity401K 5500,,,FIDELITY LARGECAP STOCK (1),Common Stock,,,,"111,038",,46,30,
,001,2024,,Fidelity401K 5500,,,FIDELITY LEVERAGEDCOMPANY STOCK (1),Common Stock,,,,"908,009",,46,31,
,001,2024,,Fidelity401K 5500,,,FIDELITY LIMITEDTERM BOND FUND (1),Corporate Bond,,,,"35,194",,46,32,
,001,2024,,Fidelity401K 5500,,,FIDELITY MACROOPPORTUNITIES FUND (1),Mutual Fund,,,,"18,846",,46,33,
,001,2024,,Fidelity401K 5500,,,FIDELITY MEGA CAPSTOCK FUND (1),Common Stock,,,,"958,588",,46,34,
,001,2024,,Fidelity401K 5500,,,FIDELITY MID CAPVALUE (1),Mutual Fund,,,,"1,524,680",,46,35,
,001,2024,,Fidelity401K 5500,,,FIDELITY MULTI ASSETINDEX FUND (1),Mutual Fund,,,,"492,185",,46,36,
,001,2024,,Fidelity401K 5500,,,FIDELITY MULTI-ASSETINCOME FUND (1),Mutual Fund,,,,"5,353,264",,46,37,
,001,2024,,Fidelity401K 5500,,,FIDELITY NATURALRESOURCES FUND (1),Mutual Fund,,,,"1,292,122",,46,38,
,001,2024,,Fidelity401K 5500,,,FIDELITY NEW MARKETSINCOME (1),Mutual Fund,,,,"97,646",,46,39,
,001,2024,,Fidelity401K 5500,,,FIDELITY NEWMILLENNIUM (1),Mutual Fund,,,,"4,681,955",,46,40,
,001,2024,,Fidelity401K 5500,,,FIDELITY NORDIC (1),Mutual Fund,,,,"357,530",,46,41,
,001,2024,,Fidelity401K 5500,,,FIDELITY PACIFICBASIN (1),Mutual Fund,,,,"232,189",,46,42,
,001,2024,,Fidelity401K 5500,,,FIDELITY REAL ESTATEINCOME (1),Real Estate,,,,"1,666,331",,46,43,
,001,2024,,Fidelity401K 5500,,,FIDELITY REAL ESTATEINVESTMENT (1),Real Estate,,,,"2,599,051",,46,44,
,001,2024,,Fidelity401K 5500,,,FIDELITY RISKPARITY FUND (1),Mutual Fund,,,,"20,663",,46,45,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECT MEDTECHNOLOGY & DEVICES (1),Mutual Fund,,,,"2,749,189",,46,46,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTAUTOMOTIVE (1),Mutual Fund,,,,"55,836",,46,47,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTBANKING PORTFOLIO (1),Mutual Fund,,,,"7,729,736",,46,48,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTBIOTECHNOLOGY (1),Mutual Fund,,,,"11,987,582",,47,1,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTBROKERAGE & INVS MGT (1),Mutual Fund,,,,"7,539,752",,47,2,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTCHEMICALS (1),Mutual Fund,,,,"186,571",,47,3,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTCNSMER DSCRTNRY PORT (1),Mutual Fund,,,,"2,639,347",,47,4,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTCOMM SERVICES PORT (1),Mutual Fund,,,,"4,325,624",,47,5,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTCONSTRUCTN & HOUSING (1),Mutual Fund,,,,"1,903,972",,47,6,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTCONSUMER STPLES PORT (1),Mutual Fund,,,,"1,538,177",,47,7,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTDEFENSE & AEROSPACE (1),Mutual Fund,,,,"1,678,041",,47,8,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTENERGY (1),Mutual Fund,,,,"12,304,006",,47,9,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTFINANCIALS PORT (1),Mutual Fund,,,,"4,257,967",,47,10,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTFINTECH PORTFOLIO (1),Mutual Fund,,,,"58,801",,47,11,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTGOLD (1),Mutual Fund,,,,"11,403,914",,47,12,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTHEALTH CARE (1),Mutual Fund,,,,"4,940,178",,47,13,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTHEALTH CARE SRVC (1),Mutual Fund,,,,"854,064",,47,14,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTINDUSTRIALS PORT (1),Mutual Fund,,,,"2,209,682",,47,15,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTINSURANCE (1),Mutual Fund,,,,"2,900,323",,47,16,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTLEISURE (1),Mutual Fund,,,,"723,108",,47,17,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTMATERIALS PORTFOLIO (1),Mutual Fund,,,,"836,832",,47,18,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTPHARMACEUTICAL (1),Mutual Fund,,,,"2,953,126",,47,19,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTRETAILING (1),Mutual Fund,,,,"2,644,202",,47,20,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTSEMICONDUCTORS PORT (1),Mutual Fund,,,,"114,346,374",,47,21,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTSOFTWARE & IT SRVC (1),Mutual Fund,,,,"8,269,085",,47,22,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTTECH HARDWARE PORT (1),Mutual Fund,,,,"507,139",,47,23,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTTECHNOLOGY (1),Mutual Fund,,,,"36,175,342",,47,24,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTTELECOMM (1),Mutual Fund,,,,"37,984",,47,25,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTTRANSPORT (1),Mutual Fund,,,,"380,879",,47,26,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTUTILITIES PORTFOLIO (1),Mutual Fund,,,,"3,524,129",,47,27,
,001,2024,,Fidelity401K 5500,,,FIDELITY SELECTWIRELESS PORTFOLIOS (1),Mutual Fund,,,,"25,450",,47,28,
,001,2024,,Fidelity401K 5500,,,FIDELITY SHORT TERMBOND (1),Corporate Bond,,,,"35,190",,47,29,
,001,2024,,Fidelity401K 5500,,,FIDELITY SHORT TERMBOND INDEX FUND (1),Corporate Bond,,,,"195,246",,47,30,
,001,2024,,Fidelity401K 5500,,,FIDELITY SMALL CAPSTOCK (1),Common Stock,,,,"358,540",,47,31,
,001,2024,,Fidelity401K 5500,,,FIDELITY STOCKSELECTOR FUND (1),Common Stock,,,,"110,001",,47,32,
,001,2024,,Fidelity401K 5500,,,FIDELITY STRATEGICDIVIDEND & INCOME (1),Mutual Fund,,,,"95,083",,47,33,
,001,2024,,Fidelity401K 5500,,,FIDELITY STRATEGICREAL RETURN (1),Mutual Fund,,,,"195,867",,47,34,
,001,2024,,Fidelity401K 5500,,,FIDELITY TACTICALBOND FD (1),Corporate Bond,,,,"126,199",,47,35,
,001,2024,,Fidelity401K 5500,,,FIDELITY TELECOM ANDUTILITIES FUND (1),Mutual Fund,,,,"598,247",,47,36,
,001,2024,,Fidelity401K 5500,,,FIDELITY TOTAL INT'LEQUITY FUND (1),Mutual Fund,,,,"336,204",,47,37,
,001,2024,,Fidelity401K 5500,,,FIDELITY TOTAL INTLINDEX FUND (1),Mutual Fund,,,,"36,236",,47,38,
,001,2024,,Fidelity401K 5500,,,FIDELITY TREASURYMONEY MARKET FUND (1),Money Market Fund,,,,"222,157",,47,39,
,001,2024,,Fidelity401K 5500,,,FIDELITY TREASURYONLY MONEY MARKET FD (1),Money Market Fund,,,,578,,47,40,
,001,2024,,Fidelity401K 5500,,,FIDELITY TREND (1),Mutual Fund,,,,"1,674,326",,47,41,
,001,2024,,Fidelity401K 5500,,,FIDELITY US LOWVOLATILITY EQUITY FD (1),Mutual Fund,,,,"183,678",,47,42,
,001,2024,,Fidelity401K 5500,,,FIDELITY WATERSUSTAINABILITY FUND (1),Mutual Fund,,,,"538,227",,47,43,
,001,2024,,Fidelity401K 5500,,,FIDELITY WOMEN'SLEADERSHIP FUND (1),Mutual Fund,,,,"196,174",,47,44,
,001,2024,,Fidelity401K 5500,,,FIDELITY WORLDWIDE (1),Mutual Fund,,,,"626,457",,47,45,
,001,2024,,Fidelity401K 5500,,,FIDELITY ZERO EXTNDMARKET INDEX FUND (1),Mutual Fund,,,,"2,039,162",,47,46,
,001,2024,,Fidelity401K 5500,,,FIDELITY ZEROINTERNATIONAL INDEX (1),Mutual Fund,,,,"2,213,770",,47,47,
,001,2024,,Fidelity401K 5500,,,FIDELITY ZEROLARGE CAP INDEX FUND (1),Mutual Fund,,,,"7,113,674",,47,48,
,001,2024,,Fidelity401K 5500,,,FIDELITY ZEROTOTAL MARKET INDEX (1),Mutual Fund,,,,"13,975,621",,47,49,
,001,2024,,Fidelity401K 5500,,,FIDELITYINFRASTRUCTURE FUND (1),Mutual Fund,,,,"807,542",,47,50,
,001,2024,,Fidelity401K 5500,,,FIMM GOVT INST (1),Other,,,,"283,961,391",,48,1,
,001,2024,,Fidelity401K 5500,,,FIMM MMKT INST (1),Other,,,,"1,302,896,894",,48,2,
,001,2024,,Fidelity401K 5500,,,FIMM TREASURY ONLYPORTFOLIO: CL I (1),Other,,,,"1,515,217",,48,3,
,001,2024,,Fidelity401K 5500,,,FINANCIALS ULTRASECTOR PRO FD INVS,Other,,,,"70,515",,48,4,
,001,2024,,Fidelity401K 5500,,,FIRST EAGLE GLOBALINCOME BUILDER CL A,Other,,,,"4,185",,48,5,
,001,2024,,Fidelity401K 5500,,,FIRST EAGLE GOLDFUND CL I,Mutual Fund,,,,"279,424",,48,6,
,001,2024,,Fidelity401K 5500,,,FIRST EAGLE GOLDFUND CLASS C,Mutual Fund,,,,"3,454",,48,7,
,001,2024,,Fidelity401K 5500,,,FIRST EAGLE US VALUEFD CLASS I,Other,,,,"13,996",,48,8,
,001,2024,,Fidelity401K 5500,,,FIRST EAGLEGLOBAL CLASS A,Other,,,,"45,219",,48,9,
,001,2024,,Fidelity401K 5500,,,FIRST EAGLEGLOBAL CLASS I,Other,,,,"276,958",,48,10,
,001,2024,,Fidelity401K 5500,,,FIRST EAGLEGOLD CLASS A,Other,,,,"2,394,053",,48,11,
,001,2024,,Fidelity401K 5500,,,FIRST EAGLEOVERSEAS CLASS A,Other,,,,"55,679",,48,12,
,001,2024,,Fidelity401K 5500,,,FIRST EAGLEOVERSEAS CLASS I,Other,,,,"422,097",,48,13,
,001,2024,,Fidelity401K 5500,,,FIRST EAGLEUS VALUE CLASS A,Other,,,,"90,413",,48,14,
,001,2024,,Fidelity401K 5500,,,FIRST FOUNDATIONTOTAL RETURN FUND Y,Mutual Fund,,,,"226,648",,48,15,
,001,2024,,Fidelity401K 5500,,,FIRST TRUST ALTEROPPORTUNITIES CL I,Other,,,,"440,260",,48,16,
,001,2024,,Fidelity401K 5500,,,FIRST TRUST WCMFOCUSED GLOBAL GRWTH,Other,,,,"14,023",,48,17,
,001,2024,,Fidelity401K 5500,,,FIRSTHAND TECHNOLOGYOPPORTUNITIES FUND,Mutual Fund,,,,"8,136",,48,18,
,001,2024,,Fidelity401K 5500,,,FIRSTHANDALTERNATIVE ENERGY,Other,,,,"3,388",,48,19,
,001,2024,,Fidelity401K 5500,,,FMI COMMON STOCKFUND,Common Stock,,,,"563,583",,48,20,
,001,2024,,Fidelity401K 5500,,,FMI INTERNATIONAL,Other,,,,"692,288",,48,21,
,001,2024,,Fidelity401K 5500,,,FMI INTERNATIONALFUND INSTITUTIONAL,Mutual Fund,,,,"15,223",,48,22,
,001,2024,,Fidelity401K 5500,,,FMI LARGE CAP FUND,Mutual Fund,,,,"4,781",,48,23,
,001,2024,,Fidelity401K 5500,,,FORESTER VALUE FUND,Mutual Fund,,,,"2,867",,48,24,
,001,2024,,Fidelity401K 5500,,,FPA CRESCENT FUND,Mutual Fund,,,,"906,589",,48,25,
,001,2024,,Fidelity401K 5500,,,FPA QUEENS ROAD SMCAP VALUE INVSTR,Other,,,,"30,135",,48,26,
,001,2024,,Fidelity401K 5500,,,FRANKLIN BIOTECHDISCOVERY FUND A,Mutual Fund,,,,"54,906",,48,27,
,001,2024,,Fidelity401K 5500,,,FRANKLIN DYNATECHCLASS C,Other,,,,"49,558",,48,28,
,001,2024,,Fidelity401K 5500,,,FRANKLIN DYNATECHFUND A,Mutual Fund,,,,"323,245",,48,29,
,001,2024,,Fidelity401K 5500,,,FRANKLIN FLOATING RTDAILY ACCESS CL A,Other,,,,"1,000",,48,30,
,001,2024,,Fidelity401K 5500,,,FRANKLIN GOLD ANDPRECIOUS METALS CL A,Other,,,,"904,469",,48,31,
,001,2024,,Fidelity401K 5500,,,FRANKLIN INCOME CL A,Other,,,,"59,289",,48,32,
,001,2024,,Fidelity401K 5500,,,FRANKLIN INCOMECLASS A1,Other,,,,"3,997",,48,33,
,001,2024,,Fidelity401K 5500,,,FRANKLIN MANAGEDINCOME FUND CL A,Mutual Fund,,,,"2,361",,48,34,
,001,2024,,Fidelity401K 5500,,,FRANKLIN MUTUALBEACON FUND CLASS A,Mutual Fund,,,,"4,256",,48,35,
,001,2024,,Fidelity401K 5500,,,FRANKLIN MUTUALINTERNATL VALUE A,Other,,,,790,,48,36,
,001,2024,,Fidelity401K 5500,,,FRANKLIN MUTUALSHARES FD CLASS A,Other,,,,"44,409",,48,37,
,001,2024,,Fidelity401K 5500,,,FRANKLIN NATURALRESOURCES A,Other,,,,"1,207",,48,38,
,001,2024,,Fidelity401K 5500,,,FRANKLIN S&P 500INDEX FUND CL A,Mutual Fund,,,,"1,362",,48,39,
,001,2024,,Fidelity401K 5500,,,FRANKLIN SMALL-MIDCAP GROWTH A,Other,,,,"10,594",,48,40,
,001,2024,,Fidelity401K 5500,,,FRANKLIN UTILITIESCL A,Other,,,,"42,070",,48,41,
,001,2024,,Fidelity401K 5500,,,FRANKLIN UTILITIESCLASS A1,Other,,,,"9,359",,48,42,
,001,2024,,Fidelity401K 5500,,,FRANKLIN UTILITIESCLASS C,Other,,,,"12,896",,48,43,
,001,2024,,Fidelity401K 5500,,,FRONTIER MFG COREINFRASTRUCTURE SERV,Other,,,,195,,48,44,
,001,2024,,Fidelity401K 5500,,,FROST CREDIT FUNDINVESTOR,Mutual Fund,,,,"11,870",,48,45,
,001,2024,,Fidelity401K 5500,,,FROST TOTAL RETURNBOND FD INVESTOR,Corporate Bond,,,,"17,193",,48,46,
,001,2024,,Fidelity401K 5500,,,FULLERTHALER BEHVSM CAP GROWTH INSTL,Other,,,,"462,566",,48,47,
,001,2024,,Fidelity401K 5500,,,FULLERTHALER BEHVSMALL CAP EQTY INV,Other,,,,"34,678",,48,48,
,001,2024,,Fidelity401K 5500,,,FULLERTHALER BEHVSMALL CAP GROWTH INV,Other,,,,"97,083",,48,49,
,001,2024,,Fidelity401K 5500,,,GABELLI EQUITYINCOME FUND AAA,Mutual Fund,,,,392,,48,50,
,001,2024,,Fidelity401K 5500,,,GABELLI GOLD FUND CLA,Mutual Fund,,,,"21,012",,49,1,
,001,2024,,Fidelity401K 5500,,,GABELLI GOLD FUND CLAAA,Mutual Fund,,,,"426,771",,49,2,
,001,2024,,Fidelity401K 5500,,,GABELLI SMALL CAPGROWTH FUND CL I,Mutual Fund,,,,"73,667",,49,3,
,001,2024,,Fidelity401K 5500,,,GATEWAY EQUITY CALLPREMIUM FUND CL A,Mutual Fund,,,,"66,055",,49,4,
,001,2024,,Fidelity401K 5500,,,GEORGE PUTNAMBALANCED FUND CL A,Mutual Fund,,,,"15,111",,49,5,
,001,2024,,Fidelity401K 5500,,,GLENMEDE LARGE CAPCORE,Other,,,,"205,856",,49,6,
,001,2024,,Fidelity401K 5500,,,GLENMEDE LARGE CAPGROWTH,Other,,,,"93,134",,49,7,
,001,2024,,Fidelity401K 5500,,,GLENMEDE LONG SHORTPORTFOLIO,Other,,,,"5,274",,49,8,
,001,2024,,Fidelity401K 5500,,,GLENMEDE SECUREDOPTIONS PORTFOLIO,Other,,,,"37,213",,49,9,
,001,2024,,Fidelity401K 5500,,,GLENMEDE SECUREDOPTIONS PORTFOLIO I,Other,,,,"6,647",,49,10,
,001,2024,,Fidelity401K 5500,,,GLENMEDE SMALL CAPEQUITY - ADVISOR CL,Other,,,,572,,49,11,
,001,2024,,Fidelity401K 5500,,,GLENMEDE TOTALMARKET PORTFOLIO,Other,,,,"46,816",,49,12,
,001,2024,,Fidelity401K 5500,,,GMO RESOURCES FUND I,Mutual Fund,,,,"1,374",,49,13,
,001,2024,,Fidelity401K 5500,,,GMO SMALL CAPQUALITY FUND CL I,Mutual Fund,,,,"13,650",,49,14,
,001,2024,,Fidelity401K 5500,,,GOEHRING &ROZENCWAJG RES INSTL,Other,,,,"605,646",,49,15,
,001,2024,,Fidelity401K 5500,,,GOLD AND PRECIOUSMETALS FUND,Mutual Fund,,,,"30,894",,49,16,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS ABSOLURETURN TRACKER A,Other,,,,"5,976",,49,17,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS ASSETALLOC GR & INC STR A,Other,,,,"98,549",,49,18,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS CHINAEQUITY CLASS A,Other,,,,"30,617",,49,19,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS EMRGMKTS EQTY INSIGHTS I,Other,,,,"61,932",,49,20,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS ENERGYINFRASTRUCTURE A,Other,,,,"13,009",,49,21,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS ENHANDIV GLBL EQU PORT A,Other,,,,487,,49,22,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS GQGPART INTERNTL OPP A,Other,,,,"527,574",,49,23,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS GQGPARTNERS INTL OPP I,Other,,,,"715,164",,49,24,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS INCOMEBUILDER FUND A,Mutual Fund,,,,"104,087",,49,25,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS INTLEQUITY ESG CL A,Other,,,,"18,313",,49,26,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS INTLEQUITY INCOME INSTL,Other,,,,"162,602",,49,27,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS INTLSM CAP INSIGHTS A,Other,,,,"46,798",,49,28,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS INTLSM CAP INSIGHTS INST,Other,,,,"129,237",,49,29,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS MIDCAP VALUE CLASS A,Other,,,,"29,341",,49,30,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS MLPENERGY INFRSTCTR A,Other,,,,"25,082",,49,31,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS SMALLCAP VALUE INSIGHTS A,Other,,,,"3,769",,49,32,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS TECHOPPORTUNITIES CL A,Other,,,,"26,183",,49,33,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHS USEQUITY DIV PREM CL A,Other,,,,221,,49,34,
,001,2024,,Fidelity401K 5500,,,GOLDMAN SACHSCOMMODITY STRAT FD A,Other,,,,"4,721",,49,35,
,001,2024,,Fidelity401K 5500,,,GOODHAVEN FUND,Mutual Fund,,,,"5,684",,49,36,
,001,2024,,Fidelity401K 5500,,,GOTHAM ABSOLUTERETURN FUND INSTL,Mutual Fund,,,,"3,884",,49,37,
,001,2024,,Fidelity401K 5500,,,GOTHAM ENHANCEDRETURN FUND INSTL,Mutual Fund,,,,"279,407",,49,38,
,001,2024,,Fidelity401K 5500,,,GOTHAM INDEX PLUSFUND INSTL,Mutual Fund,,,,"67,811",,49,39,
,001,2024,,Fidelity401K 5500,,,GOTHAM INDEX PLUSFUND INVESTOR CL,Mutual Fund,,,,"115,887",,49,40,
,001,2024,,Fidelity401K 5500,,,GOTHAM LARGE VALUEFUND INSTL CL,Mutual Fund,,,,"3,610",,49,41,
,001,2024,,Fidelity401K 5500,,,GOTHAM NEUTRALFUND INSTITUTIONAL,Mutual Fund,,,,"1,342",,49,42,
,001,2024,,Fidelity401K 5500,,,GQG PARTNERS EMERGMARKETS EQ INSTL,Other,,,,"144,300",,49,43,
,001,2024,,Fidelity401K 5500,,,GQG PARTNERS EMRGINGMARKETS EQUITY INV,Other,,,,"218,150",,49,44,
,001,2024,,Fidelity401K 5500,,,GQG PARTNERS GLOBALQUALITY DIV INC INV,Other,,,,"49,246",,49,45,
,001,2024,,Fidelity401K 5500,,,GQG PARTNERS GLOBALQUALITY EQ INVESTOR,Other,,,,"378,593",,49,46,
,001,2024,,Fidelity401K 5500,,,GQG PARTNERS GLOBALQUALITY EQUITY INSTL,Other,,,,"15,320",,49,47,
,001,2024,,Fidelity401K 5500,,,GQG PARTNERS US QLTYDIVIDEND INC INVEST,Other,,,,"229,790",,49,48,
,001,2024,,Fidelity401K 5500,,,GQG PARTNERS US QULTSELECT EQUITY INVSTR,Other,,,,"1,590,939",,49,49,
,001,2024,,Fidelity401K 5500,,,GQG PARTNERS USQUALITY SEL EQ INSTL,Other,,,,"163,456",,49,50,
,001,2024,,Fidelity401K 5500,,,GRANDEUR PEAK GLOBALSTALWARTS INSTL,Other,,,,"3,714",,50,1,
,001,2024,,Fidelity401K 5500,,,GRANDEUR PEAK INTLSTALWARTS INSTL,Other,,,,"3,771",,50,2,
