issuer_name,investment_description,asset_type,par_value,cost,current_value,units_or_shares,page_number,row_id,pdf_name,pdf_stem
,RYDEX BIOTECHNOLOGYINV CLASS,Mutual Fund,,,"47,659",,62,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX CONSUMERPRODUCTS INVESTOR CL,Mutual Fund,,,"27,711",,62,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX DOW 2XSTRATEGY CL C,Mutual Fund,,,"150,236",,62,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX DOW 2XSTRATEGY CL H,Mutual Fund,,,"40,961",,62,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX ELECTRONICSINV CLASS,Mutual Fund,,,"1,200,623",,62,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX EMERGINGMRKTS 2X STRATEGY H,Mutual Fund,,,"70,316",,62,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX ENERGY SVCSINVESTOR CLASS,Mutual Fund,,,"22,312",,62,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX ENERGYINVESTOR CLASS,Mutual Fund,,,"8,525",,62,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX GOVT LONG BOND1.2X STRATEGY INV CL,Mutual Fund,,,"39,019",,62,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX INVERSE DOW 2XSTRATEGY CL H,Mutual Fund,,,"14,131",,62,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX INVERSE NASDAQ100 2X STRATEGY CL A,Mutual Fund,,,"5,056",,62,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX INVERSE NASDAQ100 STRATEGY INV,Mutual Fund,,,"49,311",,62,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX INVERSE NASDAQ1002X CL H,Mutual Fund,,,"615,526",,62,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX INVERSE RUSSEL2000 2X STRAT CL H,Mutual Fund,,,"16,347",,62,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX INVERSE S&P500 2X STRATEGY CL H,Mutual Fund,,,"49,043",,62,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX INVERSE S&P500 STRATEGY INV CL,Mutual Fund,,,"38,808",,62,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX LEISUREINV CLASS,Mutual Fund,,,"4,615",,62,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX MID CAP 1.5XSTRATEGY CL H,Mutual Fund,,,13,,62,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX MONTHLY REBALNASDAQ 100 2X STR A,Mutual Fund,,,"15,908",,62,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX MONTHLY REBALNASDAQ 100 2X STRA H,Mutual Fund,,,"459,796",,62,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX MONTHLY REBALNNASDAQ 100 2X STRA C,Mutual Fund,,,"15,388",,62,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX NASDAQ 100 2XSTRATEGY CL A,Mutual Fund,,,"16,649",,62,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX NASDAQ 100 2XSTRATEGY CL H,Mutual Fund,,,"1,628,073",,62,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX NASDAQ 100 INVCLASS,Mutual Fund,,,"721,637",,63,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX NASDAQ 100CLASS A,Mutual Fund,,,"11,089",,63,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX NASDAQ 100FUND CLASS H,Mutual Fund,,,"12,934",,63,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX NOVA INVESTORCLASS,Mutual Fund,,,"44,634",,63,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX PRECIOUSMETALS INVESTOR CL,Mutual Fund,,,"68,165",,63,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX RETAILINGINV CLASS,Mutual Fund,,,"16,984",,63,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX RUSSELL 20002X STRATEGY CL C,Mutual Fund,,,"8,950",,63,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX RUSSELL 20002X STRATEGY CL H,Mutual Fund,,,"1,285,438",,63,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX S&P 500 2XSTRATEGY CL A,Mutual Fund,,,"39,961",,63,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX S&P 500 2XSTRATEGY CL H,Mutual Fund,,,"1,112,408",,63,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX S&P MIDCAP 400PURE GROWTH CLASS H,Mutual Fund,,,"4,883",,63,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX S&P MIDCAP 400PURE VALUE H CLASS,Mutual Fund,,,594,,63,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,RYDEX S&P SMALLCAP600 PURE VALUE H,Mutual Fund,,,344,,63,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SCHWAB DIVIDENDEQUITY FUND,Mutual Fund,,,"20,086",,63,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SCHWAB FUNDAMENTALEMG MKT EQUITY INDEX,Mutual Fund,,,"170,528",,63,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SCHWAB FUNDAMENTALGLB REAL EST INDEX,Mutual Fund,,,"35,058",,63,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SCHWAB FUNDAMENTALINTL EQUITY INDEX,Mutual Fund,,,"2,836",,63,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SCHWAB FUNDAMENTALU.S. LARGE CO INDEX,Mutual Fund,,,"148,688",,63,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SCHWAB INTERNATIONALCORE EQUITY,Mutual Fund,,,"7,444",,63,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SCHWAB INTERNATIONALINDEX FUND,Mutual Fund,,,"201,319",,63,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SCHWAB S & P 500INDEX FUND,Mutual Fund,,,"2,190,043",,63,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SCHWAB SELECT LARGECAP GROWTH,Mutual Fund,,,"73,206",,63,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SCHWAB SMALL CAPINDEX FUND,Mutual Fund,,,"25,372",,63,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SCHWAB TOTAL STOCKMKT INDEX FUND,Mutual Fund,,,"35,934",,63,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SCHWAB US LARGE CAPGROWTH IDX FUND,Mutual Fund,,,"82,704",,63,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SCHWARTZ VALUE,Mutual Fund,,,"145,238",,63,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SEAFARER OVERSEASGROWTH & INCOME INV,Mutual Fund,,,"17,800",,63,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SEGALL BRYANT HAMILLPLUS BOND FD RETAIL,Mutual Fund,,,82,,63,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SEGALL BRYANT HAMILLSML CAP GROWTH RTL,Mutual Fund,,,"41,075",,63,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SEMICONDUCTOR ULTRASECTOR PRO FD INVSTR,Mutual Fund,,,"11,114,248",,63,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SEVEN CANYONS WORLDINNOVATORS INVESTOR,Mutual Fund,,,"5,554",,63,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SEXTANT GLOBALHIGH INCOME FUND,Mutual Fund,,,"1,391",,63,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SGI GLOBAL EQUITYFUND CL I,Mutual Fund,,,"9,688",,63,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SHELTON EQUITYINCOME INVESTOR,Mutual Fund,,,"1,676",,63,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SHELTON NASDAQ 100INDEX FD INSTL,Mutual Fund,,,"128,537",,63,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SHELTON NASDAQ 100INDEX INVESTOR,Mutual Fund,,,"1,058,237",,63,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SHELTON SUSTAINABLEEQUITY INVESTOR,Mutual Fund,,,"150,040",,63,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SHELTON TACTICALCREDIT FD INVESTOR,Mutual Fund,,,570,,63,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SIT US GOVERNMENTSECURITIES CL Y,Mutual Fund,,,"9,051",,63,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SMEAD VALUE FUNDINVESTOR CL SHARES,Mutual Fund,,,"371,838",,63,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SMEAD VALUE INSTLSHARE CLASS,Mutual Fund,,,"388,140",,63,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SOUND SHORE FD INC,Mutual Fund,,,"43,859",,63,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SOUTHERNSUN SMALLCAP FUND N,Mutual Fund,,,335,,63,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SOUTHERNSUN USEQUITY FUND N,Mutual Fund,,,338,,63,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SPROTT GOLD EQUITYFUND INSTL,Mutual Fund,,,"146,381",,63,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SPROTT GOLD EQUITYFUND INVESTOR,Mutual Fund,,,"746,191",,63,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SPYGLASS GROWTH FUNDINSTL,Mutual Fund,,,"26,807",,63,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,SSGA EQUITY 500 INDXFUND CLASS I,Mutual Fund,,,"352,725",,63,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,STANDPOINT MULTIASSET FUND INSTL,Mutual Fund,,,"8,041",,63,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,STATE STREET EQUITY500 INDEX CL A,Mutual Fund,,,"17,898",,64,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,STATE STREET SM/MIDCAP EQ INDEX CLASS A,Mutual Fund,,,"44,432",,64,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,STEWARD COVEREDCALL INCOME INSTL,Mutual Fund,,,"1,348",,64,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,STEWARD GLOBALEQUITY INCOME INSTL,Mutual Fund,,,"1,231",,64,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,STEWARD VALUES FOCLRG CAP ENH IND A,Mutual Fund,,,"160,648",,64,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,STONE RIDGE HIGH YLDREINSRNCE RSK PREM I,Mutual Fund,,,"57,615",,64,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,STONERIDGE ALTERNTVLENDING RISK PREM I,Mutual Fund,,,"15,866",,64,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,STONERIDGE DIVERSIFIALTERNATIVE FUND CLI,Mutual Fund,,,"497,422",,64,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE AFRICA& MIDDLE EAST FD,Mutual Fund,,,"22,193",,64,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE ALL CAPOPPORTUNITIES INVST,Mutual Fund,,,"555,073",,64,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE CAPITALAPPRECIATION I CLASS,Mutual Fund,,,"30,068",,64,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE CAPITLAPPREC INCOME INVSTR,Mutual Fund,,,"63,989",,64,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE COMM &TECHNOLOGY INVESTOR,Mutual Fund,,,"348,362",,64,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE DIVERSDMID CAP GROWTH,Mutual Fund,,,"17,772",,64,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE DYNAMICGLOBAL BOND FD INV,Mutual Fund,,,"2,179",,64,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE EMERGMARKETS BOND FUND,Mutual Fund,,,"16,974",,64,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE EMERGMKTS DIS STK INVEST,Mutual Fund,,,"28,469",,64,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE EQUITYINDEX 500 FUND,Mutual Fund,,,"1,311,327",,64,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE EXTENDEQU MKT INDEX FUND,Mutual Fund,,,"29,604",,64,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE GLBLMULTI SECTOR BOND FD,Mutual Fund,,,"47,612",,64,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE GLOBALCONSUMER FUND INVEST,Mutual Fund,,,"10,730",,64,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE GLOBALGR STOCK INVESTOR CL,Mutual Fund,,,"49,629",,64,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE GLOBALHIGH INCOME BOND INV,Mutual Fund,,,"70,069",,64,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE GLOBALINDUSTRIALS INVESTOR,Mutual Fund,,,"408,277",,64,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE GLOBALSTOCK,Mutual Fund,,,"492,694",,64,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE GLOBALTECHNOLOGY,Mutual Fund,,,"259,949",,64,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE INTG USSM & MID CAP CORE EQ,Mutual Fund,,,"48,533",,64,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE INTGDUS SM CAP GR EQ FD,Mutual Fund,,,"137,950",,64,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE INTLBOND USD HEDGED INVS,Mutual Fund,,,"34,657",,64,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE INTLDISCOVERY FUND,Mutual Fund,,,"47,226",,64,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE INT'LJAPAN,Mutual Fund,,,"35,128",,64,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE INT'LVALUE EQUITY FUND,Mutual Fund,,,"1,179,560",,64,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE INTRTDUS SM CAP GR EQUITY,Mutual Fund,,,"66,260",,64,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE LATINAMERICA FUND,Mutual Fund,,,"192,719",,64,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE MULTISTRAT TTL RTRN INVST,Mutual Fund,,,"15,183",,64,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE QM USBOND INDEX INVESTOR,Mutual Fund,,,"89,891",,64,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE REALESTATE FUND,Mutual Fund,,,"218,032",,64,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE RET2030 FD,Mutual Fund,,,"789,420",,64,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE RET2040 FD,Mutual Fund,,,"601,073",,64,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE RETIRE2050 FUND,Mutual Fund,,,"18,149",,64,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE RETIREBLEND 2025 FD INVEST,Mutual Fund,,,"1,276,367",,64,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE RETIREBLEND 2035 FD INVSTR,Mutual Fund,,,"141,975",,64,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE SCIENCE& TECHNOLOGY,Mutual Fund,,,"352,582",,64,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE SMALLCAP VALUE FUND,Mutual Fund,,,"97,376",,64,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE SPECTMOD GRWTH ALLOC,Mutual Fund,,,"11,880",,64,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE TARGET2045 FD,Mutual Fund,,,"45,043",,64,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE TOTALEQUITY MARKET INDEX,Mutual Fund,,,"7,875",,64,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE U.SEQUITY RESEARCH FD,Mutual Fund,,,"934,504",,64,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE ULTRASHORT TERM BD INVEST,Mutual Fund,,,"2,074",,64,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE US TREALONG TERM INDEX INV,Mutual Fund,,,"71,011",,65,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICE USLARGE CAP CORE FUND,Mutual Fund,,,"83,274",,65,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEBLUE CHIP GROWTH INC,Mutual Fund,,,"1,249,819",,65,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICECAP APPRECIATION,Mutual Fund,,,"332,170",,65,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEDIVIDEND GROWTH,Mutual Fund,,,"1,663,156",,65,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEEMERGING EUROPE FUND,Mutual Fund,,,"33,639",,65,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEEMERGING MKTS STOCK,Mutual Fund,,,"28,771",,65,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEEQUITY INCOME,Mutual Fund,,,"257,376",,65,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEEUROPEAN STOCK,Mutual Fund,,,"45,393",,65,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEFINANCIAL SERVICES,Mutual Fund,,,"1,319,091",,65,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEFLOATING RATE INVEST,Mutual Fund,,,"442,276",,65,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEGROWTH STOCK,Mutual Fund,,,"106,311",,65,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEHEALTH SCIENCES,Mutual Fund,,,"636,327",,65,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEINFLATION PROT BD FD,Mutual Fund,,,"299,577",,65,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEINTERNATIONAL STOCK,Mutual Fund,,,"3,500",,65,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEMID CAP GROWTH,Mutual Fund,,,"10,940",,65,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEMID CAP VALUE,Mutual Fund,,,"934,577",,65,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICENEW ASIA,Mutual Fund,,,"21,220",,65,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICENEW ERA,Mutual Fund,,,"39,986",,65,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEOVERSEAS STOCK FUND,Mutual Fund,,,"54,529",,65,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICERETIREMENT 2035 FUND,Mutual Fund,,,"211,224",,65,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICERETIREMENT 2045 FD,Mutual Fund,,,"1,367,343",,65,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICERETIREMENT 2055 FD,Mutual Fund,,,309,,65,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T ROWE PRICEVALUE,Mutual Fund,,,"140,848",,65,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T. ROWE PRICE CHINAEVOLUTION EQUITY INV,Mutual Fund,,,"23,927",,65,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T.ROWE PRICE ASIAOPPORTUNITI INVESTOR,Mutual Fund,,,"12,934",,65,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,T.ROWE PRICE LTD DURINFLAT FOCD BD INVST,Mutual Fund,,,"8,330",,65,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TANAKA GROWTH FUNDCLASS R,Mutual Fund,,,"21,429",,65,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TCW EMERGINGMKTS INCOME CL I,Mutual Fund,,,"27,352",,65,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TCW RELATIVE MIDCAP VALUE FD CL N,Mutual Fund,,,"2,958",,65,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TCW EMERGINGMARKETS INCOME CL N,Mutual Fund,,,"15,856",,65,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TCW GLOBAL REALESTATE CLASS N,Mutual Fund,,,16,,65,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TCW METWEST HIGH YLDBOND CL M,Mutual Fund,,,"4,750",,65,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TCW METWEST STRATEGCINCOME FUND CL M,Mutual Fund,,,"4,465",,65,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TCW METWEST TOTALRETURN BOND CL M,Mutual Fund,,,"108,790",,65,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TCW METWEST TOTALRETURN BOND CLASS I,Mutual Fund,,,"12,499",,65,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TCW SECURITIZED BONDFUND CLASS I,Mutual Fund,,,"4,797",,65,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TCW SECURITIZED BONDFUND CLASS N,Mutual Fund,,,509,,65,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TECHNOLOGY ULTRASECTOR PRO FD INVSTR,Mutual Fund,,,"350,532",,65,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TEMPLETON DEVELOPINGMARKETS CLASS A,Mutual Fund,,,"3,191",,65,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TEMPLETON SUSTAINEMERG MRKTS BOND A,Mutual Fund,,,422,,65,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TETON WESTWOODEQUITY CL AAA,Mutual Fund,,,413,,65,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TETON WESTWOODMIGHTY MITES FD AAA,Mutual Fund,,,"4,155",,65,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THE COOK & BYNUMFUND,Mutual Fund,,,"4,633",,65,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THE HARTFORD INTLOPPT FD CLASS I,Mutual Fund,,,"4,082",,65,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THE HARTFORD STRATINCOME F,Mutual Fund,,,"131,273",,65,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THE INTERNET FUND,Mutual Fund,,,"745,181",,65,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THE INVESTMENT HOUSEGROWTH FUND,Mutual Fund,,,"61,971",,65,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THE KINETICS MARKETOPPORTUNITIES INSTL,Mutual Fund,,,559,,65,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THE MERGER FUND CL I,Mutual Fund,,,"106,202",,65,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THIRD AVENUE REALESTATE VALUE INSTL,Mutual Fund,,,"3,961",,66,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THIRD AVENUE REALESTATE VALUE INVST,Mutual Fund,,,"8,489",,66,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THIRD AVENUE SMALLCAP VALUE INSTL CL,Mutual Fund,,,"2,474",,66,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THIRD AVENUE VALUEFUND INVESTOR CLASS,Mutual Fund,,,"5,723",,66,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THOMPSON BOND FUND,Mutual Fund,,,"316,462",,66,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THORNBURG DEVELOPINGWORLD FUND CL A,Mutual Fund,,,"14,410",,66,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THORNBURG DEVELOPINGWORLD FUND CL I,Mutual Fund,,,"46,248",,66,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THORNBURG INCOMEBUILDER CL I,Mutual Fund,,,"175,898",,66,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THORNBURG LTD TERMINCOME CLASS A,Mutual Fund,,,"24,535",,66,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THORNBURG LTD TERMINCOME CLASS I,Mutual Fund,,,"106,915",,66,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THORNBURG SMALL MIDCAP CORE FUND CL A,Mutual Fund,,,"15,797",,66,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THORNBURG STRATEGICINCOME FUND CL I,Mutual Fund,,,"2,937",,66,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THRIVENT LARGE CAPVALUE FUND CL S,Mutual Fund,,,"2,586",,66,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THRIVENT MID CAPSTOCK FUND CL S,Mutual Fund,,,"259,422",,66,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,THRIVENT SMALL CAPSTOCK FUND CL S,Mutual Fund,,,"577,688",,66,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TIMOTHY PLAN FIXEDINCOME CLASS I,Mutual Fund,,,"1,050",,66,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TIMOTHY PLAN LARGE /MID CAP GROWTH CL A,Mutual Fund,,,"32,019",,66,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TIMOTHY PLAN LRG/MIDCAP VALUE CL A,Mutual Fund,,,"6,244",,66,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TIMOTHY SMALL CAPVALUE CLASS A,Mutual Fund,,,"28,763",,66,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,TORTOISE ENERGYINFRASTRUCTURE INC I,Mutual Fund,,,"21,786",,66,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
